,Author,Quotes,Likes,Tags
2362,Oscar Wilde,"“Young people, nowadays, imagine that money is everything.",115,"['humor', 'imagine', 'know', 'money', 'old', 'sarcasm', 'young']"
2363,James Dashner,"“Rose took my nose, I suppose,” he repeated; the bubble of phlegm in his throat made a disgusting crackle. “And it really blows.”",115,"['cranks', 'humor', 'humour', 'rose-took-my-nose', 'the-scorch-trials']"
2364,Michelle Hodkin,"“I have never read The Joy of Crap. Sounds disgusting. I have, however, read The Joy of Sex. Not in a while, but I think it's one of those classics you can come back to again... and again.”",114,['humor']
2365,Rachel Caine,"“Sure,” she said, and hugged the laptop bag closer. “What could go wrong?”",113,"['fade-out', 'humor', 'morganville-vampires']"
2366,Randy Pausch,"“Want to have a short phone call with someone? Call them at 11:55 a.m., right before lunch. They'll talk fast. You may think you are interesting, but you are not more interesting than lunch.”",112,"['humor', 'time']"
2367,Darynda Jones,"“After a long, labored sigh, I said, “She was really happy when I got there. I’m pretty sure she was suicidal when I left.”",112,"['humor', 'life']"
2368,Rick Riordan,"“You teach combat, I guess.”",112,['humor']
2369,Nicole McKay,“I had a dream about you last night.. you were holding a pine cone and introducing him as Gerald.”,52,"['dreaming', 'dreams', 'funny', 'humor', 'life', 'relationships', 'sleep', 'sleeping']"
2370,Brandon Mull,“Excruciating agony makes me cranky.”,240,"['humor', 'pain']"
2371,Noel Fielding,“Reality depresses me. I need to find fantasy worlds and escape in them.”,194,"['fantasy', 'humor']"
2372,Michael J.  Sullivan,"“See, that’s the difference,” Mauvin said. “I suffer a loss and people console me. Royce suffers a loss and whole towns evacuate.”",176,"['humor', 'loss']"
2373,George W. Bush,"“Our enemies are innovative and resourceful, and so are we. They never stop thinking about new ways to harm our country and our people, and neither do we.”",175,"['bushism', 'dumb', 'humor']"
2374,Steve Martin,"“I think I did pretty well, considering I started out with nothing but a bunch of blank paper.”",165,['humor']
2375,Janet Evanovich,“Babe!”,158,"['humor', 'ranger']"
2376,Jasper Fforde,“Dead. Never been that before. Not even once.”,143,"['death', 'humor']"
2377,Richelle Mead,“Adrian was easily distractible by wacky topics and shiny objects.”,143,"['adrian-ivashkov', 'humor', 'sydney-sage']"
2378,Maggie Stiefvater,“I always listen to you. Except when I don't.”,142,['humor']
2379,Justin Bieber,“Pranks vs school= pranks win all day”,138,['humor']
2380,Hiromu Arakawa,“Riza: Without his Alchemy he's just...,136,"['action', 'alchemist', 'fiction', 'fullmetal', 'humor', 'science']"
2381,James D. Nicoll,"“The problem with defending the purity of the English language is that English is about as pure as a cribhouse whore. We don't just borrow words; on occasion, English has pursued other languages down alleyways to beat them unconscious and rifle their pockets for new vocabulary.”",136,"['english', 'grammar', 'humor', 'misattributed-terry-pratchett', 'vocabulary']"
2382,P.C. Cast and Kristin Cast,"“Damien has died and gone straight to gay boy heaven,' Shaunee said...”",130,['humor']
2383,Jeaniene Frost,"“Slumber party with Dracula, all things considerd why not?”",130,"['dracula', 'humor']"
2384,Douglas Adams,"“Why?' is always the most difficult question to answer. You know where you are when someone asks you 'What's the time?' or 'When was the battle of 1066?' or 'How do these seatbelts work that go tight when you slam the brakes on, Daddy?' The answers are easy and are, respectively, 'Seven-thirty in the evening,' 'Ten-fifteen in the morning,' and 'Don't ask stupid questions.”",129,['humor']
2385,Peter Kreeft,“Cats don't need to be possessed; they're evil on their own.”,125,"['cats', 'humor', 'philosophy']"
2386,Kurt Vonnegut Jr.,“Every passing hour brings the Solar System forty three thousand miles closer to Globular Cluster M13 in Hercules — and still there are some misfits who insist that there is no such thing as progress.”,117,['humor']
2387,Criss Jami,"“I will never deny that life isn't fair. It seems as though when a woman leaves a man she is strong and independent, but when a man leaves a woman he is a pig and a jerk.”",117,"['double-standard', 'fairness', 'fairness-of-life', 'funny', 'humor', 'humor-relationships', 'independence', 'jerk', 'life', 'men', 'pigs', 'relationships', 'unfairness', 'unfairness-of-life', 'women']"
2388,Diana Wynne Jones,"“You are a terror, aren't you? Leave this yard alone. I know just where everything is in it, and I won't be able to find the things I need for my transport spells if you tidy them up.'",115,"['diana-wynne-jones', 'howl', 'howl-s-moving-castle', 'humor', 'sophie']"
2389,Tom Snyder,"“If we're not supposed to eat animals, how come they're made out of meat?”",114,['humor']
2390,Bill Waterson,“Talking with you is sort of the conversational equivalent of an out of body experience.”,111,['humor']
2391,Anne Bishop,"“You weren't afraid of me when I was Wolf,"" he said. ""Why are you afraid of Nathan?""",111,"['humor', 'insults', 'wolves']"
2392,Neil Gaiman,"“On the first day Coraline's family moved in, Miss Spink and Miss Forcible made a point of telling Coraline how dangerous the well was, and they warned her to be sure she kept away from it. So Coraline set off to explore for it, so that she knew where it was, to keep away from it properly.”",110,"['exploring', 'humor']"
2393,David Foster Wallace,"“The integrity of my sleep has been forever compromised, sir.”",110,['humor']
2394,Rachel Caine,"“Claire was struggling through last summer’s diary volume when Myrnin popped in through the portal, wearing a big floppy black hat and a kind of crazy/stylish pimp coat that covered him from neck to ankles, black leather gloves, and a black and silver walking stick with a dragon’s head on it. And, on his lapel was a button that said, If you can read this, thank a teacher.”",110,"['humor', 'myrnin']"
2395,John Flanagan,"“I will remember this word,"" he said. ""Shenanigans. It is a good word.”",110,['humor']
2396,Rachel Caine,"“Oliver laughed - actually laughed.""I like this new Claire,"" he said.",110,"['claire-danvers', 'funny', 'ghost-town', 'humor', 'morganville-vampires', 'oliver', 'rachel-caine', 'vampires']"
2397,Pseudonymous Bosch,"“*Appendix usually means ""small outgrowth from large intestine,"" but in this case it means ""additional information accompanying main text."" Or are those really the same things? Think carefully before you insult this book.”",108,"['appendix', 'boch', 'funny', 'humor', 'pseudonymous']"
2398,Mindy Kaling,"“If someone called me chubby, it would no longer be something that kept me up late at night. Being called fat is not like being called stupid or unfunny, which is the worst thing you could ever say to me. Do I envy Jennifer Hudson for being able to lose all that weight and look smokin’ hot? Of course, yes. Do I sometimes look at Gisele Bundchen and wonder how awesome life would be if I never had to wear Spanx? Duh, of course. That’s kind of the point of Gisele Bundchen. And maybe I will, once or twice, for a very short period of time. But on the list of things I want to do in my lifetime, that’s not near the top. I mean, it’s not near the bottom either. I’d say it’s right above “Learn to drive a vespa,” but several notches below “film a chase scene for a movie.”",107,['humor']
2399,Bill Watterson,“Yakka foob mog. Grug pubbawup zink wattoom gazork. Chumble spuzz. I love loopholes.”,106,['humor']
2400,Nikki Sixx,“,304,"['addiction', 'drugs', 'humor']"
2401,Christopher Pike,"“Before I begin, may I ask how old you are?""",268,['humor']
2402,Helen Rowland,"“When you see what some girls marry, you realize how they must hate to work for a living.”",211,"['humor', 'marriage', 'women', 'work']"
2403,Nora Ephron,"“I have made a lot of mistakes falling in love, and regretted",207,"['food', 'humor', 'love']"
2404,Criss Jami,"“You are evidence of your mother's strength, especially if you are a rebellious knucklehead and regardless she has always maintained her sanity.”",206,"['appreciation', 'difficulties', 'disobedience', 'disrespect', 'humor', 'knucklehead', 'love', 'moms', 'mother', 'motherly-love', 'mothers-day', 'obedience', 'rebellion', 'respect', 'strength', 'tolerance', 'unconditional', 'unconditional-love']"
2405,Bill Watterson,“Look! A trickle of water running through some dirt! I'd say our afternoon just got booked solid!”,197,"['calvin', 'calvin-and-hobbes', 'comic', 'comic-strips', 'comics', 'hobbes', 'humor', 'kids', 'nature']"
2406,Steve Martin,"“It's so hard to believe in anything anymore. I mean, it's like, religion, you really can't take it seriously, because it seems so mythological, it seems so arbitrary...but, on the other hand, science is just pure empiricism, and by virtue of its method, it excludes metaphysics. I guess I wouldn't believe in anything anymore if it weren't for my lucky astrology mood watch.”",166,"['humor', 'religion', 'science']"
2407,Sophie Kinsella,"“Rule of life. If you bother to ask someone’s advice, then bother to listen to it.”",144,"['advice', 'humor', 'life']"
2408,Harvard Lampoon,"“So, Belle, what's new today?""",143,['humor']
2409,Gina Barreca,"“If anger were mileage, I'd be a very frequent flyer, right up there in First Class.”",141,"['anger', 'gina-barreca', 'humor', 'revenge', 'women']"
2410,Marissa Meyer,“Linh Cinder. Such a pleasure. My master has spoken so highly of you.”,141,"['cinder', 'darla', 'humor']"
2411,Rick Riordan,"“Otis,"" I said.",137,"['comedy', 'funny', 'humor', 'humorous', 'humorous-quoations', 'humorous-quotes', 'humour']"
2412,Josh Groban,"“There's no half-singing in the shower, you're either a rock star or an opera diva”",132,['humor']
2413,J.R. Ward,"“Funny thing about glass. When you broke the shit up, it got pissed and bit back.”",125,['humor']
2414,Michelle Dalton,"“A perfect person is easy to love. But when somebody likes all your imperfections, well, that's when you know they really mean it.”",124,"['humor', 'love', 'teens']"
2415,Jerry Seinfeld,“It's amazing that the amount of news that happens in the world every day always just exactly fits the newspaper.”,122,['humor']
2416,Joss Stirling,"“Victor patted my hand. 'I like you, Sky. You're a fighter.'",119,"['humor', 'make-a-point', 'sky', 'zed']"
2417,Eoin Colfer,"“Excuse me, Captain. Are you two going to weep salty tears of admiration over a helmet all night, or do we have matters to discuss?”",118,['humor']
2418,Janet Evanovich,"“I don't have a lot of domestic instincts,"" Ranger said to me, his attention fixing on the unidentifiable glob in my hair, ""but I have a real strong urge to take you home and hose you down.""",117,"['humor', 'ranger', 'romance']"
2419,James Dashner,"“Shuck it,” Minho responded. “I’m tougher than nails. I could still kick your pony-lovin’ butt with twice this pain.”",116,"['humor', 'minho', 'pony-lover', 'scorch-trials']"
2420,Becca Fitzpatrick,“What does ‘hmm’ have to do with anything? Could you ever use more than five words? All this grunting and minced words make you come across—primal.”,114,"['humor', 'nora-grey', 'patch-cipriano']"
2421,E. Lockhart,"“I can't forget things, or ignore them-bad things that happen,"" I said. ""I'm a lay-it-all-out person, a dwell-on-it person, an obsess-about-it person. If I hold things in and try to forget or pretend, I become a madman and have panic attacks. I have to talk.”",113,"['chicklit', 'girls', 'humor', 'humorous', 'humour']"
2422,Jennifer Crusie,"“His sentences didn't seem to have any verbs, which was par for a politician. All nouns, no action. ”",111,"['grammar', 'humor', 'politics']"
2423,George Carlin,"“I don't believe there's any problem in this country, no matter how tough it is, that Americans, when they roll up their sleeves, can't completely ignore.”",110,"['americans', 'humor']"
2424,Stephen Colbert,"“America used to live by the motto ""Father Knows Best."" Now we're lucky if ""Father Knows He Has Children."" We've become a nation of sperm donors and baby daddies.”",110,"['babies', 'children', 'fathers', 'funny', 'humor']"
2425,Phyllis Diller,"“Housework won't kill you, but then again, why take the chance?”",108,"['housework', 'humor']"
2426,David Sedaris,"“Kools and Newports were for black people and lower-class whites. Camels were for procrastinators, those who wrote bad poetry, and those who put off writing bad poetry. Merits were for sex addicts, Salems were for alcoholics, and Mores were for people who considered themselves to be outrageous but really weren't.”",108,"['humor', 'smoking', 'stereotypes']"
2427,Meg Cabot,"“You know your Lamborghini is on fire, right?”",108,['humor']
2428,Rick Riordan,"“Just sit tight. Reinforcements should be here soon. Hopefully nothing happens before-""",107,"['coach-hedge', 'humor', 'jason-grace']"
2429,Jun Mochizuki,"“Now now, Emily, it isn't nice to tell the truth.”",107,"['humor', 'pandora-hearts', 'xerxes-break']"
2430,Christopher Moore,"“Joshua's ministry was three years of preaching, sometimes three times a day, and although there were some high and low points, I could never remember the sermons word for word, but here's the gist of almost every sermon I ever heard Joshua give.",184,"['humor', 'speeches']"
2431,James Patterson,"“Who, last time I'd checked, was still on our official archenemy list. (Yes, we have to keep a list. It's kind of sad.)”",183,"['angel', 'humor', 'max', 'maximum-ride', 'maxride']"
2432,Eoin Colfer,“What's that supposed to mean? A wolf's head on a stick. Big wolf barbecue tonight? Bring your own wolf?”,174,"['barbecue', 'bbq', 'humor', 'signs', 'wolf', 'wolves']"
2433,P.C. Cast,"“Here's a newsflash from the only High Preistess you have left at this dang school: Zoey isn't dead. And believe me, I know dead. I've been there, done that, and got the frickin' T-shirt."" - Stevie Rae”",165,['humor']
2434,Gena Showalter,"“There was a dragon who had a long-standing obsession with a queen's breasts,"" she said, growing breathless. ""The dragon knew the penalty to touch her would mean death, yet he revealed his secret desire to the king's chief doctor. This man promised he could arrange for the dragon to satisfy his desire, but it would cost him one thousand gold coins."" She spread her soapy hands over his nipples, then down his arms. ""Though he didn't have the money, the dragon readily agreed to the scheme.""",157,"['humor', 'romance']"
2435,Rick Riordan,“She led the way. Eyeless sockets of the dead seemed to stare at them as they passed.,157,"['amy-cahill', 'bones', 'collect', 'dan-cahill', 'humor']"
2436,J.K. Rowling,“My Head of House said I lacked certain necessary qualities...like the ability to behave myself.”,142,"['humor', 'tonks']"
2437,H. Jackson Brown Jr.,“I've learned that you know your husband still loves you when there are two brownies left and he takes the smaller one.”,139,"['humor', 'love']"
2438,A.A. Milne,"“When I was One,",139,"['humor', 'inspirational']"
2439,Mark Twain,"“Be respectful to your superiors, if you have any.”",137,['humor']
2440,Molière,“It infuriates me to be wrong when I know I'm right.”,136,['humor']
2441,The Reduced Shakespeare Company,"“What's in a name, anyway? That which we call a nose by any other name would still smell.”",130,"['humor', 'paraphrased', 'romeo-and-juliet', 'shakespeare']"
2442,Friedrich Nietzsche,“A joke is an epigram on the death of a feeling.”,129,"['humor', 'humour', 'jokes']"
2443,Lauren Kate,"“Rule number 2 - don't listen to me!"" Arriane laughed, ""I'm certifiably insane!”",127,"['arriane', 'fallen', 'humor', 'luce', 'young-adult-fiction']"
2444,E.L. James,“From: Anastasia Steele,125,"['emails', 'fifty-shades-of-grey', 'humor']"
2445,Dan Howell,“I'm about as intimidating as a butterfly.”,122,"['funny', 'humor', 'intimidation', 'random']"
2446,Jim Butcher,“Hell's holy stars and freaking stones shit bells.”,119,"['epithet', 'harry-dresden', 'humor']"
2447,Audrey Hepburn,“I hate girls that giggle all the time...,115,['humor']
2448,Morrissey,“Rejection is one thing - but rejection from a fool is cruel.”,115,"['humor', 'lyrics', 'music']"
2449,Kylie Scott,"“Stick your dick in’?” I asked, my brows probably touching. “Did you actually just say that?”",115,"['funny', 'humor', 'mal', 'play', 'stage-dive']"
2450,Simon R. Green,"“There are any number of magical creatures, mostly female, whose singing can bring about horror and death. Sirens, undines, banshees, Bananarama tribute bands...”",113,['humor']
2451,Cynthia Hand,“You are going to love the sports here. Snow skiing and water-skiing and rock climbing and all kinds of extreme sports. I give you full permission to hurl yourself off stuff.”,111,"['extreme-sports', 'funny', 'humor', 'jeffery-gardner', 'mothers-and-sons', 'unusual-mother']"
2452,Steven Wright,"“A friend of mine once sent me a post card with a picture of the entire planet Earth taken from space. On the back it said, 'Wish you were here.”",110,"['earth', 'humor']"
2453,Kresley Cole,"“When she scooped up her clothes, opened his door, then snapped her fingers for a guard down the hall, Wroth watched like a bystander.",108,"['humor', 'immortals-after-dark', 'kresley-cole', 'lore', 'myst', 'nikolai-wroth', 'paranormal-romance', 'the-warlord-wants-forever']"
2454,P.G. Wodehouse,"“It was one of the dullest speeches I ever heard. The Agee woman told us for three quarters of an hour how she came to write her beastly book, when a simple apology was all that was required.”",108,"['authors', 'bad-writing', 'dullness', 'humor', 'writing']"
2455,Bon Jovi,“Falling in love is painful on the knees.”,107,"['humor', 'love', 'pain']"
2456,Jennifer L. Armentrout,"“You know, my sister and I can’t understand what Dawson sees in you. You’re just a silly little human.” His arm shot out so fast it was a blur, picked up a strand of her hair. “And you’re really not even that pretty.”",107,['humor']
2457,Jennifer Lynn Barnes,"“Not going to walk me to the door?"" I asked, pretending to be shocked at his lack of gallantry.",105,"['banter', 'humor', 'humour']"
2458,Ben Aaronovitch,"“Carved above the lintel were the words SCIENTIA POTESTAS EST. Science points east, I wondered? Science is portentous, yes? Science protests too much. Scientific potatoes rule. Had I stumbled on the lair of dangerous plant geneticists?”",104,"['humor', 'latin']"
2459,Kelly Creagh,"“Please welcome Professor Varen Nethers, famous depressed dead poets historian and author of the bestselling books",102,['humor']
2460,Norman Mailer,“Writer’s block is only a failure of the ego.”,214,"['humor', 'writing']"
2461,Tite Kubo,"“Ichigo: You got that? Huh?! I'm the rescuer, so you just SHUT UP!!",200,"['adorable', 'bleach', 'humor', 'ichiruki']"
2462,Ashly Lorenzana,"“The more fucked up you are, the more I like you. As long as you've managed to hold onto your identity through all the shit, then it won't matter how twisted you are. I will love you more for it.”",198,"['dark', 'experiences', 'fucked-up', 'humor', 'identity', 'love', 'passion', 'twisted']"
2463,Bill Cosby,"“No matter how calmly you try to referee, parenting will eventually produce bizarre behavior, and I'm not talking about the kids. Their behavior is always normal.”",195,"['humor', 'parenting']"
2464,Gerard Nolst Trenité,"“Dearest creature in creation,",189,"['english', 'humor', 'language', 'pronunciation', 'satire', 'wit']"
2465,Steven Wright,“I stayed up all night playing poker with tarot cards. I got a full house and four people died.”,176,"['humor', 'tarot']"
2466,Sherrilyn Kenyon,"“Hey, yummy leather guy? Can you hear me? (Amanda)”",169,"['fanstastic', 'funny', 'humor']"
2467,Terry Pratchett,“The trouble was that he was talking in philosophy but they were listening in gibberish.”,150,"['humor', 'philosophy']"
2468,Jim Butcher,“How long have you been a Wiccan?',138,"['harry-dresden', 'humor', 'wizard']"
2469,Aeschylus,“It is in the character of very few men to honor without envy a friend who has prospered.”,135,"['envy', 'humor']"
2470,Jim Butcher,"“You can have everything in the world, but if you don't have love, none of it means crap,"" he said promptly. ""Love is patient. Love is kind. Love always forgives, trusts, supports, and endures. Love never fails. When every star in the heavens grows cold, and when silence lies once more on the face of the deep, three things will endure: faith, hope, and love.""",133,"['harry-dresden', 'humor', 'love', 'thomas-raith']"
2471,Lisa Kleypas,"“All right, then,” she snapped, “do as you please! Perhaps afterward we could manage a coherent discussion.” Twisting beneath him, she flopped onto her stomach.",131,"['hathaway', 'humor', 'romance', 'sex']"
2472,Robert   Harris,“To say she was my girlfriend was absurd: no one the wrong side of thirty has a girlfriend… I suppose I ought to have realize it’s ominous that forty thousand years of human language had failed to produce a word for our relationship.”,128,['humor']
2473,Jim Butcher,"“It came charging toward me, several hundred pounds of angry-looking monster, and I did the only thing any reasonable wizard could have done.",127,"['harry-dresden', 'humor']"
2474,Douglas Adams,"“Having solved all the major mathematical, physical, chemical, biological, sociological, philosophical, etymological, meteorological and psychological problems of the Universe except for his own, three times over, [Marvin] was severely stuck for something to do, and had taken up composing short dolorous ditties of no tone, or indeed tune. The latest one was a lullaby.",124,"['counting-sheep', 'h2g2', 'hitchhikers-guide-to-the-galaxy', 'humor', 'marvin', 'sci-fi']"
2475,Meg Cabot,“And in what fairy tale would John ever be any sane person's idea of Prince Charming anyway? He was the opposite of charming. More like Prince Terrifying.”,122,"['death', 'fairy-tales', 'humor', 'prince-charming', 'terror']"
2476,Eoin Colfer,"“You know, Miss Holly, you look very dramatic like that, backlit by the fire. Very attractive, if I may say so. I know you shared a moment passionne with Artemis which he subsequently fouled up with his typical boorish behavior. Let me just throw something out there for you to consider while we're chasing the probe: I share Artemis's passion but not his boorishness. No pressure; just think about it.",120,"['artemis-fowl', 'flirting', 'humor', 'love', 'orion']"
2477,Richard Feynman,“Philosophy of science is about as useful to scientists as ornithology is to birds.”,118,"['humor', 'inspirational', 'philosophy-of-science', 'science']"
2478,Lauren Graham,"“Once again, I've been thwarted by the massive difference between my vision of the successful me and the me I'm currently stuck with.”",115,['humor']
2479,Julie Kagawa,"“Oh, goodie,"" Puck said as I stepped forward. ""I'm going to have a rash in the most uncomfortable places.”",113,"['humor', 'puck', 'robin-goodfellow']"
2480,Kristen Ashley,"“I looked to the ceiling and told God, “God, next time I want an adventure, strike me with lightning. You have my permission.”",111,['humor']
2481,Criss Jami,"“The common man prays, 'I want a cookie right now!' And God responds, 'If you'd listen to what I say, tomorrow it will bring you 100 cookies.”",107,"['bigger-picture', 'cookie', 'cute', 'faithfulness', 'figurative', 'foreknowledge', 'funny', 'god', 'hard-work', 'humility', 'humor', 'impatience', 'knowledge', 'literal', 'metaphor', 'misunderstanding', 'obedience', 'omniscience', 'patience', 'prayer', 'praying', 'prudence', 'time', 'timing', 'understanding', 'waiting', 'work']"
2482,Maggie Stiefvater,"“She asked, ""Okay, wait, so why is Ronan at the library?""",105,"['humor', 'raven-boys', 'ronan-lynch']"
2483,Marissa Meyer,"“When they reached a maintenance closet, Iko ushered the escort-droid inside.",104,"['cress', 'humor', 'iko', 'iko-funny']"
2484,Dave Barry,"“Although golf was originally restricted to wealthy, overweight Protestants, today it's open to anybody who owns hideous clothing.”",103,"['fashion', 'golf', 'humor', 'sports']"
2485,David Wong,"“I know the Goliath Fucking Bird-Eating Spider can't fly because if it could, it would have a different name entirely. We would call it ""sir"" because it would be the dominant species on the planet. None of us would leave the house unless a Goliath Fucking Bird-Eating Spider said it was okay”",103,['humor']
2486,Ernest Cline,"“I was watching a collection of vintage '80s cereal commercials when I paused to wonder why cereal manufacturers no longer included toy prizes inside every box. It was a tragedy, in my opinion. Another sign that civilization was going straight down the tubes.”",103,"['future', 'humor']"
2487,Rachel Caine,"“Maybe I should, I don't know leave? Because this is starting to sound like one of those reality shows I don't want to be in. Maybe you guys want to take turns in the confessional booth.”",102,"['humor', 'tv']"
2488,Pittacus Lore,"“There is a crucifix, a few cloves of garlic, a wooden stake, a hammer, a blob of Silly Putty, and a pocketknife. “You do realize these people aren’t vampires, right?” I say when Sam walks back in. “Yeah, but you never know. They’re probably crazy, like you said.” “And even if we were hunting vampires, what the hell is the Silly Putty for?” He shrugs. “Just want to be prepared.”",102,['humor']
2489,Jonathan Safran Foer,“Grandfather informs me that is not possible.”,95,['humor']
2490,David Nicholls,"“This is me.’"" He handed her the precious scrap of paper. ‘Call me or I’ll call you, but one of us will call, yes? What I mean is it’s not a competition. You don’t lose if you phone first.”",255,"['humor', 'relationship']"
2491,Douglas Adams,"“What's up?"" [asked Ford.]",175,['humor']
2492,Jennifer L. Armentrout,"“ ""Don't be scared of Bambi"" the demon said. ""She's only curious and maybe a little bit hungry.""",173,['humor']
2493,Jim Butcher,"“Harry,"" Bob drawled, his eye lights flickering smugly, ""what you know about women, I could juggle.”",169,"['humor', 'women']"
2494,Cassandra Clare,"“We?"" Simon looked at him in disbelief. ""Are you ever going home?""",149,"['banter', 'humor', 'jace-wayland', 'simon-lewis']"
2495,Sophie Kinsella,"“Of all the crap, crap, crappy nights I've ever had in the whole of my crap life. On a scale of one to 10, we're talking...a minus 6. And it's not like I even have very high standards.”",135,['humor']
2496,Groucho Marx,"“If you find it hard to laugh at yourself, I would be happy to do it for you.”",134,['humor']
2497,Nassim Nicholas Taleb,“Wit seduces by signaling intelligence without nerdiness.”,132,"['art', 'autism', 'humor', 'intelligence', 'nerd', 'nerds', 'sense-of-humor', 'wisdom', 'wisdom-vs-nerdiness', 'wit']"
2498,Victor Borge,“The shortest distance between two people is a smile.”,128,"['humor', 'kindness', 'music', 'victor-borge']"
2499,Cassandra Clare,"“Tessa: I won't know if I like it until I try it, will I?""",128,"['humor', 'tessa', 'will']"
2500,Natsuki Takaya,"“Kyo: Of course, I'll beat YOU, too!",126,"['beat', 'condescending', 'fight', 'humor']"
2501,Cormac McCarthy,“Anything that doesn't take years of your life and drive you to suicide hardly seems worth doing.”,126,"['humor', 'life']"
2502,D.J. MacHale,"“I'm the terrorist, do what I say or I'll terrorize you.”",125,"['humor', 'sci-fi']"
2503,Junnita Jackson,"“I think a man's ""wordplay"" can be so fucking sexy!!! I love a good mind fuck!!”",117,"['fuck', 'humor', 'intelligence', 'sex', 'sexy', 'wordplay', 'words']"
2504,Patrick Rothfuss,"“Hespe's mouth went firm. She didn't scowl exactly, but it looked like she was getting all the pieces of a scowl together in one place, just in case she needed them in a hurry.”",116,"['anger', 'humor']"
2505,Chelsea Handler,“My tendency to make up stories and lie compulsively for the sake of my own amusement takes up a good portion of my day and provides me with a peace of mind not easily attainable in this economic climate.”,110,"['comedy', 'funny', 'humor']"
2506,Jean Kerr,"“Women speak because they wish to speak, whereas a man speaks only when driven to speak by something outside himself-like, for instance, he can't find any clean socks.”",106,"['clothes', 'conversation', 'gender', 'humor', 'language', 'men', 'socks', 'speaking', 'women']"
2507,P.G. Wodehouse,“She fitted into my biggest arm-chair as if it had been built round her by someone who knew they were wearing arm-chairs tight about the hips that season”,104,['humor']
2508,Colleen Houck,"“That dress…was a very, very good decision. I could write an entire poem on the virtues of your legs alone. You are a feast for the senses.” I laughed. “I don’t know about a feast. Maybe just an hors d'oeuvre.” He took my hand and wrapped it around his arm. “Not an hors d'oeuvre. The dessert. And I plan to spoil my appetite.”",103,"['humor', 'love', 'romance']"
2509,Rachel Caine,"“Promise me, Amelie, that you’ll crucify me with silver before you allow me to fall in love.”",103,"['claire-danvers', 'eve-rosser', 'funny', 'ghost-town', 'humor', 'michael-glass', 'morganville-vampires', 'myrnin', 'rachel-caine', 'shane-collins', 'teacher', 'vampire', 'vampires']"
2510,Derek Landy,“You have no idea about presents or what they mean. The last,103,"['humor', 'presents', 'skulduggery-pleasant', 'stick', 'valkyrie-cain', 'weapon']"
2511,Colleen Houck,"“It’s like this…a starving man would gladly eat a radish, right? In fact, a radish would be a feast if that’s all he had. But if he had a buffet in front of him, the radish would never be chosen.”",102,"['humor', 'love', 'romance']"
2512,Lucy Maud Montgomery,"“You're not eating anything,"" said Marilla sharply, eying her as if it were a serious shortcoming. Anne sighed.",102,"['anne-of-green-gables', 'humor']"
2513,John Green,“No headboards were broken.”,102,"['funny', 'humor', 'twilight']"
2514,Josh Lanyon,“The problem with a life spent reading is you know too much.”,101,"['humor', 'reading', 'witty']"
2515,Kim Harrison,"“Come work for me, and I’ll tell you.”",100,"['banter', 'humor', 'rachel', 'trent']"
2516,George Bernard Shaw,“Pasteboard pies and paper flowers are being banished from the stage by the growth of that power of accurate observation which is commonly called cynicism by those who have not got it....”,99,['humor']
2517,John Green,"“He specialized in the murder of dreams, Hazel Grace...”",99,"['augustus-waters', 'hazel-grace', 'humor']"
2518,Rick Riordan,"“Amy, Dan, and Nellie were sitting at a table in a conference room, examining reproductions of Franklin documents-some so rare, the librarians told her, the only copies existed in Paris.",98,"['benjamin-franklin', 'cahill', 'humor', 'rare', 'sarcasm']"
2519,Alan Bradley,"“I remembered a piece of sisterly advice, which Feely once gave Daffy and me:",98,['humor']
2520,Elle Kennedy,"“Jesus Christ, will you quit dictating this conversation to Hannah?' I grumble. 'Bros before hos, dude.'",175,['humor']
2521,Eoin Colfer,"“Really, I'm trying to care, Artemis, really. But I thought it was all supposed to be over when the fat lady sings. Well, she's singing, but it doesn't appear to be over”",173,"['artemis', 'colfer', 'colony', 'demons', 'eoin', 'fowl', 'humor', 'lost']"
2522,Lemony Snicket,“Literature doesn’t exactly have a strong mental-health track record.”,163,"['funny', 'humor', 'lemony-snicket']"
2523,Cassandra Clare,"“Then why are you here?” Emma demanded. “Oh, is this one of those missed-connections things? We met the other night, you felt a spark? Sorry, but I don’t date trees.”",163,"['humor', 'sarcasm', 'sassiness']"
2524,Theodore Roosevelt,“In this country we have no place for hyphenated Americans.”,154,"['country', 'diversity', 'equality', 'humor', 'inspirational', 'politics']"
2525,Bauvard,"“Alphabet: a symbolic system used in algebra, with applications that have yet to be discovered by dyslexics and two thirds of college graduates.”",154,"['funny', 'humor', 'language']"
2526,P.G. Wodehouse,"“It was one of those cases where you approve the broad, general principle of an idea but can't help being in a bit of a twitter at the prospect of putting it into practical effect. I explained this to Jeeves, and he said much the same thing had bothered Hamlet.”",134,"['doubt', 'hamlet', 'hesitation', 'humor', 'jeeves', 'shakespeare']"
2527,Marjane Satrapi,“I had learned that you should always shout louder than your aggressor.”,133,"['humor', 'young_adult']"
2528,Edgar Allan Poe,"“Mysteries force a man to think, and so injure his health.”",133,"['humor', 'satire']"
2529,Wendy Higgins,“My girlfriend is a party girl angel who can kick some arse and cook.”,133,"['crushing-on', 'humor', 'kaidan', 'love']"
2530,Steven Wright,“I put tape on the mirrors in my house so I don't accidentally walk through into another dimension.”,132,"['humor', 'sci-fi', 'sf']"
